id,publication_date,title,slug,place_id,description,site_url,favorites_count,comments_count,rating
51266,2024-09-04,В России начнут проводить школьные олимпиады по труду,v-rossii-nachnut-provodit,null,<p>Первая состоится в этом году.</p>,https://kudago.com/all/news/v-rossii-nachnut-provodit/,0,0,0.5
51265,2024-09-04,В Петербурге первоклассникам подарят билеты в кино,v-peterburge-pervoklassnikam,null,<p>С собой предлагают взять одного из родителей.</p>,https://kudago.com/spb/news/v-peterburge-pervoklassnikam/,0,0,0.5
51263,2024-09-04,Вышел трейлер нового сериала с Николь Кидман,vyishel-trejler-novogo-seriala-s,null,<p>В проекте приняли участие Лив Шрайбер и Дакота Фаннинг. </p>,https://kudago.com/all/news/vyishel-trejler-novogo-seriala-s/,0,0,0.5
51264,2024-09-04,В Подмосковье ожидаются первые заморозки,v-podmoskove-ozhidayutsya-pervyie,null,<p>Холодные ночи нагрянут в конце рабочей недели.</p>,https://kudago.com/msk/news/v-podmoskove-ozhidayutsya-pervyie/,0,0,0.5
51262,2024-09-04,Стало известно, какой будет погода в Москве в День города,kakoj-budet-pogoda-v-moskve-v-den-goroda,null,<p>Прогноз порадует многих.</p>,https://kudago.com/msk/news/kakoj-budet-pogoda-v-moskve-v-den-goroda/,0,0,0.5
51260,2024-09-04,Фандом Фест опубликовал финальную программу фестиваля,finalnaya-programma-fandom-festa,null,<p>В ней — встречи с авторами и выступления известных артистов.</p>,https://kudago.com/all/news/finalnaya-programma-fandom-festa/,0,0,0.5
51261,2024-09-04,Киностудия имени Горького готовит программу ко Дню города,kinostudiya-imeni-gorkogo-gotovit-programmu-ko-dnyu-goroda,null,<p>Все активности будут бесплатными.</p>,https://kudago.com/msk/news/kinostudiya-imeni-gorkogo-gotovit-programmu-ko-dnyu-goroda/,0,0,0.5
51259,2024-09-04,В подмосковных лесах ввели запрет на посещение,v-podmoskove-pozharoopasnyj-period,null,<p>В регионе продолжается пожароопасный период.</p>,https://kudago.com/msk/news/v-podmoskove-pozharoopasnyj-period/,0,0,0.5
51257,2024-09-04,Появился новый тизер фильма «Джокер: Безумие на двоих»,vyishel-novyij-tizer-dzhokera,null,<p>Также студия опубликовала новый постер и фрагмент из ленты.</p>,https://kudago.com/all/news/vyishel-novyij-tizer-dzhokera/,0,0,0.5
51248,2024-09-04,«Можем вдохновиться вскриками птиц»: интервью с группой Ankobo + Kaboo,intervyu-ankobo--kaboo,null,<p>Перед своим <a href="https://kudago.com/msk/event/kontsert-ankobo--kaboo/">концертом 7 сентября</a> в клубе «16 тонн» участники экспериментального проекта Ankobo+Kaboo дали KudaGo небольшое интервью. В нем они рассказали, как появился их коллектив, что такое номадкор и в какой их песне можно услышать сочетание фольклорных мотивов и трип-хопа. </p>,https://kudago.com/msk/news/intervyu-ankobo--kaboo/,0,0,0.5
51256,2024-09-04,Одинокий дикарь: рецензия на фильм «Чёрный пёс»,retsenziya-na-film-chyornyij-pyos,null,<p>В российский прокат выходит китайский фильм «Чёрный пёс» — нетипичная история о дружбе человека и собаки. Чем хорош лауреат Каннского фестиваля, рассказываем в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href="https://kudago.com/spb/kino/" target="_blank" title="киноафиша "><u>кино</u></a>.</p>,https://kudago.com/all/news/retsenziya-na-film-chyornyij-pyos/,0,0,0.5
51255,2024-09-04,Звёзды «Гарри Поттера» появились в новом трейлере кулинарного шоу по миру Джоан Роулинг,zvyozdyi-filmov-pro-garri-pottera,null,<p>В роли ведущих близнецы Уизли.</p>,https://kudago.com/all/news/zvyozdyi-filmov-pro-garri-pottera/,0,0,0.5
51254,2024-09-04,В Петербурге побит температурный рекорд,v-peterburge-pobit-temperaturnyij,null,<p>Лето продолжается.</p>,https://kudago.com/spb/news/v-peterburge-pobit-temperaturnyij/,0,0,0.5
51253,2024-09-04,Сезон летних веранд в Москве может продлиться до ноября,sezon-letnih-verand-v-moskve,null,<p>Пока погода благоволит любителям трапез на свежем воздухе.</p>,https://kudago.com/msk/news/sezon-letnih-verand-v-moskve/,0,0,0.5
51252,2024-09-04,В «Аптекарском огороде» распустилась орхидея-паук,v-aptekarskom-ogorode-orhideya-pauk,null,<p>Ей дали прозвище из-за очень тёмного маленького соцветия.</p>,https://kudago.com/msk/news/v-aptekarskom-ogorode-orhideya-pauk/,0,0,0.5
51251,2024-09-04,Погода в Москве на 04 сентября 2024,pogoda-v-moskve-na-04-sentyabrya-04-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-04-sentyabrya-04-09-2024/,0,0,0.5
51246,2024-09-03,Школьников Приморья будут учить корейскому языку,shkolnikov-primorya-budut-uchit,null,<p>В регион пригласили педагогов из Северной Кореи.</p>,https://kudago.com/all/news/shkolnikov-primorya-budut-uchit/,0,0,0.5
51250,2024-09-03,Подмосковный фермер вырастил кабачок весом почти в 50 килограммов,podmoskovnyij-fermer-vyirastil-ogromnyj-kabachok,null,<p>Скорее всего, это рекорд сезона.</p>,https://kudago.com/msk/news/podmoskovnyij-fermer-vyirastil-ogromnyj-kabachok/,0,0,0.5
51247,2024-09-03,В Москве открылись ещё четыре причала для водного электротранспорта,v-moskve-otkryilis-eschyo-chetyire,null,<p>Сеть охватила четыре района.</p>,https://kudago.com/msk/news/v-moskve-otkryilis-eschyo-chetyire/,0,0,0.5
